f0,f1,expected_raw
0.046764499414469245,-0.6581900679721017,-0.8001193001121131
3.1150489349155266,0.6467124537479504,-0.8001193001121131
-0.00811708499633567,2.0374798557812484,-0.8001193001121131
-0.9134254725849905,-0.784617515684145,-0.8001193001121131
0.24686048708003838,-1.1386446823628211,-0.8001193001121131
0.2969730298701641,0.6905813447254698,-0.8001193001121131
-0.8092319917677506,1.6739137389713767,-0.8001193001121131
0.35436106325301153,0.2283352705436019,-0.8001193001121131
-0.06262943860982348,-0.6092254041076658,-0.8001193001121131
-1.0256388982399547,1.675699122547623,-0.8001193001121131
-0.0976912638873654,1.4147172523866143,-0.8001193001121131
1.0618837853519933,-0.9372984484386643,-0.8001193001121131
-0.3261789123197093,-2.06146798357526,-0.8001193001121131
0.2852143637332109,0.012509321835927914,-0.8001193001121131
0.932438504548214,-0.17366594341841357,-0.8001193001121131
0.6003000569148558,-0.7796272298702278,-0.8001193001121131
0.0,-0.7939157702774075,-0.8001193001121131
0.0,-0.532568117840224,-0.8001193001121131
0.0,-1.0116576618332016,-0.8001193001121131
-0.0,-0.7360195280184293,-0.8001193001121131
-0.0,-0.4894837590294021,-0.8001193001121131
-0.0,0.9361042399229268,-0.8001193001121131
1e-40,0.835976567097224,-0.8001193001121131
1e-40,-0.32936056290807725,-0.8001193001121131
1e-40,-0.532568117840224,-0.8001193001121131
-1e-40,-0.0543163007662853,-0.8001193001121131
-1e-40,1.4868723234664456,-0.8001193001121131
-1e-40,0.8089110695107629,-0.8001193001121131
1e-35,1.4147172523866143,-0.8001193001121131
1e-35,0.9920777573778436,-0.8001193001121131
1e-35,0.8896284325084576,-0.8001193001121131
-1e-35,-0.22258391182132536,-0.8001193001121131
-1e-35,-0.7162198780108421,-0.8001193001121131
-1e-35,0.10857791977494949,-0.8001193001121131
1.0000000180025095e-35,-1.3326879985263917,-0.8001193001121131
1.0000000180025095e-35,0.7566916534549495,-0.8001193001121131
1.0000000180025095e-35,1.5929345787072322,-0.8001193001121131
nan,0.5090967076393,-0.8001193001121131
nan,2.7107994401080857,-0.8001193001121131
nan,-1.3840084975199365,-0.8001193001121131
inf,1.2045457581685475,-0.8001193001121131
inf,0.6992015823524752,-0.8001193001121131
inf,0.587834869789142,-0.8001193001121131
-inf,-0.43737521316029915,-0.8001193001121131
-inf,-0.8599502403963395,-0.8001193001121131
-inf,-2.5474748052014786,-0.8001193001121131
-0.4578410719119565,0.0,-0.8001193001121131
-1.3322597398425584,0.0,-0.8001193001121131
0.4003442076161653,0.0,-0.8001193001121131
-0.8001529089492645,-0.0,-0.8001193001121131
0.040928735937553244,-0.0,-0.8001193001121131
1.4375281268806854,-0.0,-0.8001193001121131
-0.36391251402549146,1e-40,-0.8001193001121131
-0.12104771498999452,1e-40,-0.8001193001121131
-0.1829441488042407,1e-40,-0.8001193001121131
0.2610775758302383,-1e-40,-0.8001193001121131
-0.31655532547616533,-1e-40,-0.8001193001121131
0.41527055172066313,-1e-40,-0.8001193001121131
-0.9319906153470044,1e-35,-0.8001193001121131
-0.6396108114784422,1e-35,-0.8001193001121131
-0.530797864229275,1e-35,-0.8001193001121131
-1.0256388982399547,-1e-35,-0.8001193001121131
-1.1317753653413263,-1e-35,-0.8001193001121131
-0.10259353880269668,-1e-35,-0.8001193001121131
-0.2706443876750269,1.0000000180025095e-35,-0.8001193001121131
-1.0819208425299516,1.0000000180025095e-35,-0.8001193001121131
-1.4837188809851858,1.0000000180025095e-35,-0.8001193001121131
0.06087510394097643,nan,-0.8001193001121131
-0.5026808258500179,nan,-0.8001193001121131
-0.6469869943143945,nan,-0.8001193001121131
-0.8001529089492645,inf,-0.8001193001121131
1.5023367824850582,inf,-0.8001193001121131
2.65892426581228,inf,-0.8001193001121131
-0.14419235107110762,-inf,-0.8001193001121131
0.1792144157298767,-inf,-0.8001193001121131
-2.108244290509129,-inf,-0.8001193001121131
